Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent Elastic Strain (mm/mm)
2278	5,0513	-46,445	-0,11647	0,53429
2278	5,0513	-46,445	-0,11647	0,53429
2279	-9,1051	3,232	-0,11647	0,58132
2279	-9,1051	3,232	-0,11647	0,58132
2280	-19,286	-5,0997	-0,11647	0,71601
2280	-19,286	-5,0997	-0,11647	0,71601
2281	-21,851	-6,0751	-0,11647	0,72418
2281	-21,851	-6,0751	-0,11647	0,72418
2282	-23,551	-6,8306	-0,11647	0,7098
2282	-23,551	-6,8306	-0,11647	0,7098
2283	-7,5223	-40,779	-0,11647	0,63172
2283	-7,5223	-40,779	-0,11647	0,63172
2284	-7,9313	-39,793	-0,11647	0,62677
2284	-7,9313	-39,793	-0,11647	0,62677
2285	-8,3468	-38,81	-0,11647	0,61926
2285	-8,3468	-38,81	-0,11647	0,61926
2286	-8,8467	-37,833	-0,11647	0,60953
2286	-8,8467	-37,833	-0,11647	0,60953
2287	-9,3862	-36,872	-0,11647	0,59756
2287	-9,3862	-36,872	-0,11647	0,59756
2288	-9,9089	-35,911	-0,11647	0,58528
2288	-9,9089	-35,911	-0,11647	0,58528
2289	-10,431	-34,947	-0,11647	0,57329
2289	-10,431	-34,947	-0,11647	0,57329
2290	-10,955	-33,98	-0,11647	0,56144
2290	-10,955	-33,98	-0,11647	0,56144
2291	-11,482	-33,021	-0,11647	0,54986
2291	-11,482	-33,021	-0,11647	0,54986
2292	-12,008	-32,047	-0,11647	0,53857
2292	-12,008	-32,047	-0,11647	0,53857
2293	-12,535	-31,071	-0,11647	0,52765
2293	-12,535	-31,071	-0,11647	0,52765
2294	-13,064	-30,097	-0,11647	0,51721
2294	-13,064	-30,097	-0,11647	0,51721
2295	-13,591	-29,127	-0,11647	0,50738
2295	-13,591	-29,127	-0,11647	0,50738
2296	-14,117	-28,16	-0,11647	0,49822
2296	-14,117	-28,16	-0,11647	0,49822
2297	-14,641	-27,196	-0,11647	0,48981
2297	-14,641	-27,196	-0,11647	0,48981
2298	-15,164	-26,237	-0,11647	0,48228
2298	-15,164	-26,237	-0,11647	0,48228
2299	-15,683	-25,284	-0,11647	0,4757
2299	-15,683	-25,284	-0,11647	0,4757
2300	-16,2	-24,335	-0,11647	0,47016
2300	-16,2	-24,335	-0,11647	0,47016
2301	-16,714	-23,391	-0,11647	0,46576
2301	-16,714	-23,391	-0,11647	0,46576
2302	-17,226	-22,453	-0,11647	0,46258
2302	-17,226	-22,453	-0,11647	0,46258
2303	-17,736	-21,518	-0,11647	0,46071
2303	-17,736	-21,518	-0,11647	0,46071
2304	-18,243	-20,589	-0,11647	0,46022
2304	-18,243	-20,589	-0,11647	0,46022
2305	-19,248	-18,739	-0,11647	0,4638
2305	-19,248	-18,739	-0,11647	0,4638
2306	-19,749	-17,818	-0,11647	0,46802
2306	-19,749	-17,818	-0,11647	0,46802
2307	-20,248	-16,901	-0,11647	0,47399
2307	-20,248	-16,901	-0,11647	0,47399
2308	-20,745	-15,987	-0,11647	0,48179
2308	-20,745	-15,987	-0,11647	0,48179
2309	-21,241	-15,074	-0,11647	0,49154
2309	-21,241	-15,074	-0,11647	0,49154
2310	-21,736	-14,163	-0,11647	0,50331
2310	-21,736	-14,163	-0,11647	0,50331
2311	-22,24	-13,246	-0,11647	0,51743
2311	-22,24	-13,246	-0,11647	0,51743
2312	-22,729	-12,317	-0,11647	0,53458
2312	-22,729	-12,317	-0,11647	0,53458
2313	-23,19	-11,393	-0,11647	0,55355
2313	-23,19	-11,393	-0,11647	0,55355
2314	-23,665	-10,484	-0,11647	0,57568
2314	-23,665	-10,484	-0,11647	0,57568
2315	-24,19	-9,5766	-0,11647	0,60059
2315	-24,19	-9,5766	-0,11647	0,60059
2316	-24,723	-8,6396	-0,11647	0,6301
2316	-24,723	-8,6396	-0,11647	0,6301
2317	-21,825	5,7747	-0,11647	0,73042
2317	-21,825	5,7747	-0,11647	0,73042
2318	-19,206	4,8621	-0,11647	0,71493
2318	-19,206	4,8621	-0,11647	0,71493
2319	6,5142	41,376	-0,11647	0,77301
2319	6,5142	41,376	-0,11647	0,77301
2320	4,3783	39,966	-0,11647	0,7877
2320	4,3783	39,966	-0,11647	0,7877
2321	-2,5728	38,773	-0,11647	0,73344
2321	-2,5728	38,773	-0,11647	0,73344
2322	2,9644	38,869	-0,11647	0,74102
2322	2,9644	38,869	-0,11647	0,74102
2323	0,8294	37,034	-0,11647	0,68152
2323	0,8294	37,034	-0,11647	0,68152
2324	-4,748	40,219	-0,11647	0,79104
2324	-4,748	40,219	-0,11647	0,79104
2325	-25,362	7,3975	-0,11647	0,66962
2325	-25,362	7,3975	-0,11647	0,66962
2326	-24,752	8,413	-0,11647	0,62947
2326	-24,752	8,413	-0,11647	0,62947
2327	-24,19	9,3281	-0,11647	0,60035
2327	-24,19	9,3281	-0,11647	0,60035
2328	-23,702	10,235	-0,11647	0,5762
2328	-23,702	10,235	-0,11647	0,5762
2329	-22,242	12,919	-0,11647	0,51996
2329	-22,242	12,919	-0,11647	0,51996
2330	-21,758	13,82	-0,11647	0,50596
2330	-21,758	13,82	-0,11647	0,50596
2331	-21,271	14,724	-0,11647	0,49415
2331	-21,271	14,724	-0,11647	0,49415
2332	-20,784	15,631	-0,11647	0,48443
2332	-20,784	15,631	-0,11647	0,48443
2333	-20,294	16,541	-0,11647	0,47669
2333	-20,294	16,541	-0,11647	0,47669
2334	-19,801	17,453	-0,11647	0,47084
2334	-19,801	17,453	-0,11647	0,47084
2335	-19,305	18,371	-0,11647	0,46678
2335	-19,305	18,371	-0,11647	0,46678
2336	-18,808	19,291	-0,11647	0,46444
2336	-18,808	19,291	-0,11647	0,46444
2337	-18,308	20,216	-0,11647	0,46376
2337	-18,308	20,216	-0,11647	0,46376
2338	-17,805	21,144	-0,11647	0,46462
2338	-17,805	21,144	-0,11647	0,46462
2339	-17,3	22,078	-0,11647	0,46699
2339	-17,3	22,078	-0,11647	0,46699
2340	-16,792	23,017	-0,11647	0,47077
2340	-16,792	23,017	-0,11647	0,47077
2341	-16,281	23,961	-0,11647	0,47588
2341	-16,281	23,961	-0,11647	0,47588
2342	-15,769	24,91	-0,11647	0,48223
2342	-15,769	24,91	-0,11647	0,48223
2343	-15,257	25,862	-0,11647	0,48977
2343	-15,257	25,862	-0,11647	0,48977
2344	-14,742	26,818	-0,11647	0,49842
2344	-14,742	26,818	-0,11647	0,49842
2345	-14,229	27,777	-0,11647	0,50808
2345	-14,229	27,777	-0,11647	0,50808
2346	-13,717	28,736	-0,11647	0,51866
2346	-13,717	28,736	-0,11647	0,51866
2347	-13,205	29,694	-0,11647	0,53011
2347	-13,205	29,694	-0,11647	0,53011
2348	-12,191	31,62	-0,11647	0,55546
2348	-12,191	31,62	-0,11647	0,55546
2349	-11,678	32,583	-0,11647	0,56935
2349	-11,678	32,583	-0,11647	0,56935
2350	-11,162	33,548	-0,11647	0,58414
2350	-11,162	33,548	-0,11647	0,58414
2351	-10,628	34,531	-0,11647	0,6
2351	-10,628	34,531	-0,11647	0,6
2352	-10,097	35,508	-0,11647	0,61684
2352	-10,097	35,508	-0,11647	0,61684
2353	-9,5724	36,496	-0,11647	0,63463
2353	-9,5724	36,496	-0,11647	0,63463
2354	-9,0635	37,49	-0,11647	0,65346
2354	-9,0635	37,49	-0,11647	0,65346
2355	-8,5958	38,475	-0,11647	0,67349
2355	-8,5958	38,475	-0,11647	0,67349
2356	-8,1246	39,466	-0,11647	0,69523
2356	-8,1246	39,466	-0,11647	0,69523
2357	-7,6603	40,429	-0,11647	0,71891
2357	-7,6603	40,429	-0,11647	0,71891
2358	-7,1848	41,382	-0,11647	0,7455
2358	-7,1848	41,382	-0,11647	0,7455
2359	-7,05	-41,695	-0,11647	0,63566
2359	-7,05	-41,695	-0,11647	0,63566
2360	-4,6955	-40,343	-0,11647	0,77772
2360	-4,6955	-40,343	-0,11647	0,77772
2361	-3,2771	-39,224	-0,11647	0,82546
2361	-3,2771	-39,224	-0,11647	0,82546
2362	-1,1542	-37,549	-0,11647	0,81567
2362	-1,1542	-37,549	-0,11647	0,81567
2363	4,594	-39,943	-0,11647	0,77857
2363	4,594	-39,943	-0,11647	0,77857
2364	24,712	-8,6579	-0,11647	0,63237
2364	24,712	-8,6579	-0,11647	0,63237
2365	24,15	-9,6833	-0,11647	0,59764
2365	24,15	-9,6833	-0,11647	0,59764
2366	23,604	-10,619	-0,11647	0,57191
2366	23,604	-10,619	-0,11647	0,57191
2367	23,106	-11,532	-0,11647	0,55058
2367	23,106	-11,532	-0,11647	0,55058
2368	22,613	-12,433	-0,11647	0,53208
2368	22,613	-12,433	-0,11647	0,53208
2369	22,123	-13,349	-0,11647	0,51587
2369	22,123	-13,349	-0,11647	0,51587
2370	21,631	-14,268	-0,11647	0,50191
2370	21,631	-14,268	-0,11647	0,50191
2371	21,137	-15,19	-0,11647	0,49017
2371	21,137	-15,19	-0,11647	0,49017
2372	20,641	-16,116	-0,11647	0,48052
2372	20,641	-16,116	-0,11647	0,48052
2373	20,141	-17,045	-0,11647	0,47285
2373	20,141	-17,045	-0,11647	0,47285
2374	19,64	-17,977	-0,11647	0,46707
2374	19,64	-17,977	-0,11647	0,46707
2375	19,136	-18,913	-0,11647	0,46306
2375	19,136	-18,913	-0,11647	0,46306
2376	18,629	-19,851	-0,11647	0,46076
2376	18,629	-19,851	-0,11647	0,46076
2377	18,119	-20,794	-0,11647	0,46007
2377	18,119	-20,794	-0,11647	0,46007
2378	17,605	-21,742	-0,11647	0,4609
2378	17,605	-21,742	-0,11647	0,4609
2379	17,089	-22,697	-0,11647	0,46312
2379	17,089	-22,697	-0,11647	0,46312
2380	16,571	-23,656	-0,11647	0,46669
2380	16,571	-23,656	-0,11647	0,46669
2381	16,05	-24,62	-0,11647	0,4715
2381	16,05	-24,62	-0,11647	0,4715
2382	15,528	-25,589	-0,11647	0,47744
2382	15,528	-25,589	-0,11647	0,47744
2383	15,004	-26,563	-0,11647	0,48439
2383	15,004	-26,563	-0,11647	0,48439
2384	14,491	-27,537	-0,11647	0,49224
2384	14,491	-27,537	-0,11647	0,49224
2385	13,967	-28,513	-0,11647	0,50091
2385	13,967	-28,513	-0,11647	0,50091
2386	13,447	-29,495	-0,11647	0,5103
2386	13,447	-29,495	-0,11647	0,5103
2387	12,934	-30,47	-0,11647	0,52024
2387	12,934	-30,47	-0,11647	0,52024
2388	12,416	-31,446	-0,11647	0,53074
2388	12,416	-31,446	-0,11647	0,53074
2389	11,889	-32,433	-0,11647	0,54173
2389	11,889	-32,433	-0,11647	0,54173
2390	11,37	-33,406	-0,11647	0,55304
2390	11,37	-33,406	-0,11647	0,55304
2391	10,848	-34,379	-0,11647	0,56459
2391	10,848	-34,379	-0,11647	0,56459
2392	10,319	-35,356	-0,11647	0,57633
2392	10,319	-35,356	-0,11647	0,57633
2393	9,795	-36,33	-0,11647	0,58814
2393	9,795	-36,33	-0,11647	0,58814
2394	9,2673	-37,312	-0,11647	0,59981
2394	9,2673	-37,312	-0,11647	0,59981
2395	8,7457	-38,292	-0,11647	0,61109
2395	8,7457	-38,292	-0,11647	0,61109
2396	8,23	-39,261	-0,11647	0,62161
2396	8,23	-39,261	-0,11647	0,62161
2397	7,7143	-40,218	-0,11647	0,63091
2397	7,7143	-40,218	-0,11647	0,63091
2398	7,1969	-41,157	-0,11647	0,63844
2398	7,1969	-41,157	-0,11647	0,63844
2399	18,09	-3,9174	-0,11647	0,72448
2399	18,09	-3,9174	-0,11647	0,72448
2400	18,478	-1,2523	-0,11647	0,79149
2400	18,478	-1,2523	-0,11647	0,79149
2401	21,436	-5,7922	-0,11647	0,73296
2401	21,436	-5,7922	-0,11647	0,73296
2402	23,842	-6,6015	-0,11647	0,72315
2402	23,842	-6,6015	-0,11647	0,72315
2403	24,136	-7,7731	-0,11647	0,66856
2403	24,136	-7,7731	-0,11647	0,66856
2404	23,144	6,3277	-0,11647	0,72022
2404	23,144	6,3277	-0,11647	0,72022
2405	18,822	4,9181	-0,11647	0,70657
2405	18,822	4,9181	-0,11647	0,70657
2406	21,46	5,6517	-0,11647	0,72554
2406	21,46	5,6517	-0,11647	0,72554
2407	18,52	1,2328	-0,11647	0,79036
2407	18,52	1,2328	-0,11647	0,79036
2408	18,13	3,7947	-0,11647	0,72278
2408	18,13	3,7947	-0,11647	0,72278
2409	8,9625	3,5742	-0,11647	0,57789
2409	8,9625	3,5742	-0,11647	0,57789
2410	10,328	2,7572	-0,11647	0,59487
2410	10,328	2,7572	-0,11647	0,59487
2411	10,438	-1,6907	-0,11647	0,6016
2411	10,438	-1,6907	-0,11647	0,6016
2412	-6,3702	-2,6405	-0,11647	0,5665
2412	-6,3702	-2,6405	-0,11647	0,5665
2413	-9,4889	-3,1452	-0,11647	0,58594
2413	-9,4889	-3,1452	-0,11647	0,58594
2414	-10,801	-2,1981	-0,11647	0,60403
2414	-10,801	-2,1981	-0,11647	0,60403
2415	-10,64	2,2641	-0,11647	0,60082
2415	-10,64	2,2641	-0,11647	0,60082
2416	3,2044	-0,22993	-0,11647	0,55467
2416	3,2044	-0,22993	-0,11647	0,55467
2417	5,5309	2,5257	-0,11647	0,56046
2417	5,5309	2,5257	-0,11647	0,56046
2418	6,2627	-3,4651	-0,11647	0,56243
2418	6,2627	-3,4651	-0,11647	0,56243
2419	3,368	-1,8239	-0,11647	0,55397
2419	3,368	-1,8239	-0,11647	0,55397
2420	-3,4165	0,37041	-0,11647	0,55514
2420	-3,4165	0,37041	-0,11647	0,55514
2421	-5,4969	-2,0982	-0,11647	0,5632
2421	-5,4969	-2,0982	-0,11647	0,5632
2422	-6,4142	3,6742	-0,11647	0,56117
2422	-6,4142	3,6742	-0,11647	0,56117
2423	-3,595	1,9412	-0,11647	0,55394
2423	-3,595	1,9412	-0,11647	0,55394
2424	-18,648	3,595	-0,11647	0,74283
2424	-18,648	3,595	-0,11647	0,74283
2425	0,22067	-37,75	-0,11647	0,83004
2425	0,22067	-37,75	-0,11647	0,83004
2426	-19,225	-1,0695	-0,11647	0,83145
2426	-19,225	-1,0695	-0,11647	0,83145
2427	-18,727	-3,8831	-0,11647	0,74329
2427	-18,727	-3,8831	-0,11647	0,74329
2428	5,4196	45,208	-0,11647	0,84127
2428	5,4196	45,208	-0,11647	0,84127
2429	6,7461	42,696	-0,11647	0,77563
2429	6,7461	42,696	-0,11647	0,77563
2430	7,2231	41,676	-0,11647	0,74739
2430	7,2231	41,676	-0,11647	0,74739
2431	7,5401	40,392	-0,11647	0,72261
2431	7,5401	40,392	-0,11647	0,72261
2432	8,6098	38,299	-0,11647	0,67048
2432	8,6098	38,299	-0,11647	0,67048
2433	9,1152	37,307	-0,11647	0,65053
2433	9,1152	37,307	-0,11647	0,65053
2434	10,634	34,437	-0,11647	0,59877
2434	10,634	34,437	-0,11647	0,59877
2435	11,663	32,524	-0,11647	0,56886
2435	11,663	32,524	-0,11647	0,56886
2436	12,689	30,618	-0,11647	0,54209
2436	12,689	30,618	-0,11647	0,54209
2437	13,709	28,716	-0,11647	0,5185
2437	13,709	28,716	-0,11647	0,5185
2438	14,738	26,805	-0,11647	0,49831
2438	14,738	26,805	-0,11647	0,49831
2439	15,247	25,857	-0,11647	0,48972
2439	15,247	25,857	-0,11647	0,48972
2440	16,783	23,023	-0,11647	0,47071
2440	16,783	23,023	-0,11647	0,47071
2441	17,293	22,084	-0,11647	0,46691
2441	17,293	22,084	-0,11647	0,46691
2442	17,8	21,149	-0,11647	0,46452
2442	17,8	21,149	-0,11647	0,46452
2443	18,304	20,22	-0,11647	0,46362
2443	18,304	20,22	-0,11647	0,46362
2444	18,806	19,296	-0,11647	0,4643
2444	18,806	19,296	-0,11647	0,4643
2445	19,305	18,375	-0,11647	0,4666
2445	19,305	18,375	-0,11647	0,4666
2446	19,803	17,458	-0,11647	0,47061
2446	19,803	17,458	-0,11647	0,47061
2447	20,298	16,546	-0,11647	0,47641
2447	20,298	16,546	-0,11647	0,47641
2448	20,802	15,635	-0,11647	0,48413
2448	20,802	15,635	-0,11647	0,48413
2449	21,296	14,723	-0,11647	0,49386
2449	21,296	14,723	-0,11647	0,49386
2450	21,79	13,811	-0,11647	0,50571
2450	21,79	13,811	-0,11647	0,50571
2451	22,817	12,012	-0,11647	0,5358
2451	22,817	12,012	-0,11647	0,5358
2452	23,343	11,123	-0,11647	0,55422
2452	23,343	11,123	-0,11647	0,55422
2453	23,875	10,24	-0,11647	0,57513
2453	23,875	10,24	-0,11647	0,57513
2454	24,407	9,355	-0,11647	0,59908
2454	24,407	9,355	-0,11647	0,59908
2455	24,935	8,4495	-0,11647	0,62605
2455	24,935	8,4495	-0,11647	0,62605
2456	5,3265	-45,604	-0,11647	0,58022
2456	5,3265	-45,604	-0,11647	0,58022
2457	6,2653	43,649	-0,11647	0,80195
2457	6,2653	43,649	-0,11647	0,80195
2458	-18,999	-2,9346	-0,11647	0,78229
2458	-18,999	-2,9346	-0,11647	0,78229
2459	1,637	-39,153	-0,11647	0,877
2459	1,637	-39,153	-0,11647	0,877
2460	-19,105	1,7093	-0,11647	0,80958
2460	-19,105	1,7093	-0,11647	0,80958
2461	-18,928	2,6442	-0,11647	0,78201
2461	-18,928	2,6442	-0,11647	0,78201
2462	-24,818	5,5546	-0,11647	0,78067
2462	-24,818	5,5546	-0,11647	0,78067
2463	-25,593	5,8826	-0,11647	0,74764
2463	-25,593	5,8826	-0,11647	0,74764
2464	-4,4808	2,6045	-0,11647	0,5555
2464	-4,4808	2,6045	-0,11647	0,5555
2465	-5,4207	3,1852	-0,11647	0,55772
2465	-5,4207	3,1852	-0,11647	0,55772
2466	-4,8543	-1,3234	-0,11647	0,55965
2466	-4,8543	-1,3234	-0,11647	0,55965
2467	-4,1028	-0,47269	-0,11647	0,55735
2467	-4,1028	-0,47269	-0,11647	0,55735
2468	3,8848	0,6183	-0,11647	0,55645
2468	3,8848	0,6183	-0,11647	0,55645
2469	-10,916	1,1599	-0,11647	0,60807
2469	-10,916	1,1599	-0,11647	0,60807
2470	-11,026	3,681e-002	-0,11647	0,61087
2470	-11,026	3,681e-002	-0,11647	0,61087
2471	-10,985	-1,0884	-0,11647	0,6096
2471	-10,985	-1,0884	-0,11647	0,6096
2472	-8,4731	-2,9878	-0,11647	0,57803
2472	-8,4731	-2,9878	-0,11647	0,57803
2473	-7,4194	-2,7564	-0,11647	0,57045
2473	-7,4194	-2,7564	-0,11647	0,57045
2474	10,649	-0,56839	-0,11647	0,60626
2474	10,649	-0,56839	-0,11647	0,60626
2475	10,592	1,6805	-0,11647	0,60229
2475	10,592	1,6805	-0,11647	0,60229
2476	6,862	2,9791	-0,11647	0,56564
2476	6,862	2,9791	-0,11647	0,56564
2477	18,32	2,9015	-0,11647	0,75068
2477	18,32	2,9015	-0,11647	0,75068
2478	18,44	2,0083	-0,11647	0,7739
2478	18,44	2,0083	-0,11647	0,7739
2479	20,597	5,3794	-0,11647	0,72284
2479	20,597	5,3794	-0,11647	0,72284
2480	19,729	5,1411	-0,11647	0,7166
2480	19,729	5,1411	-0,11647	0,7166
2481	24,691	7,12	-0,11647	0,68404
2481	24,691	7,12	-0,11647	0,68404
2482	24,649	-7,0714	-0,11647	0,69921
2482	24,649	-7,0714	-0,11647	0,69921
2483	19,713	-5,2574	-0,11647	0,7195
2483	19,713	-5,2574	-0,11647	0,7195
2484	20,615	-5,5451	-0,11647	0,72616
2484	20,615	-5,5451	-0,11647	0,72616
2485	18,406	-2,1276	-0,11647	0,7748
2485	18,406	-2,1276	-0,11647	0,7748
2486	6,2933	-40,779	-0,11647	0,68824
2486	6,2933	-40,779	-0,11647	0,68824
2487	-1,8635	-38,116	-0,11647	0,82706
2487	-1,8635	-38,116	-0,11647	0,82706
2488	-2,5736	-38,667	-0,11647	0,83078
2488	-2,5736	-38,667	-0,11647	0,83078
2489	-5,4587	-40,817	-0,11647	0,73441
2489	-5,4587	-40,817	-0,11647	0,73441
2490	-6,2414	-41,252	-0,11647	0,68531
2490	-6,2414	-41,252	-0,11647	0,68531
2491	-6,3233	41,02	-0,11647	0,77173
2491	-6,3233	41,02	-0,11647	0,77173
2492	2,2328	38,282	-0,11647	0,71504
2492	2,2328	38,282	-0,11647	0,71504
2493	-1,175	37,631	-0,11647	0,69043
2493	-1,175	37,631	-0,11647	0,69043
2494	5,7771	40,944	-0,11647	0,78976
2494	5,7771	40,944	-0,11647	0,78976
2495	-20,078	5,1872	-0,11647	0,72127
2495	-20,078	5,1872	-0,11647	0,72127
2496	-20,944	5,4956	-0,11647	0,72547
2496	-20,944	5,4956	-0,11647	0,72547
2497	-25,232	-7,6869	-0,11647	0,66524
2497	-25,232	-7,6869	-0,11647	0,66524
2498	-24,391	-7,2372	-0,11647	0,69104
2498	-24,391	-7,2372	-0,11647	0,69104
2499	-29,283	-3,0518	-0,11647	0,68154
2499	-29,283	-3,0518	-0,11647	0,68154
2500	-28,719	-3,9877	-0,11647	0,70881
2500	-28,719	-3,9877	-0,11647	0,70881
2501	-7,3651	-43,045	-0,11647	0,57949
2501	-7,3651	-43,045	-0,11647	0,57949
2502	-7,8468	-42,186	-0,11647	0,58608
2502	-7,8468	-42,186	-0,11647	0,58608
2503	-8,3428	-41,252	-0,11647	0,59157
2503	-8,3428	-41,252	-0,11647	0,59157
2504	-8,7963	-40,295	-0,11647	0,59284
2504	-8,7963	-40,295	-0,11647	0,59284
2505	-9,2337	-39,347	-0,11647	0,5907
2505	-9,2337	-39,347	-0,11647	0,5907
2506	-9,737	-38,375	-0,11647	0,58559
2506	-9,737	-38,375	-0,11647	0,58559
2507	-10,256	-37,423	-0,11647	0,57809
2507	-10,256	-37,423	-0,11647	0,57809
2508	-10,779	-36,459	-0,11647	0,56928
2508	-10,779	-36,459	-0,11647	0,56928
2509	-11,3	-35,494	-0,11647	0,5598
2509	-11,3	-35,494	-0,11647	0,5598
2510	-11,823	-34,53	-0,11647	0,5499
2510	-11,823	-34,53	-0,11647	0,5499
2511	-12,351	-33,558	-0,11647	0,53977
2511	-12,351	-33,558	-0,11647	0,53977
2512	-12,876	-32,585	-0,11647	0,52963
2512	-12,876	-32,585	-0,11647	0,52963
2513	-13,393	-31,622	-0,11647	0,51964
2513	-13,393	-31,622	-0,11647	0,51964
2514	-13,921	-30,648	-0,11647	0,50983
2514	-13,921	-30,648	-0,11647	0,50983
2515	-14,449	-29,676	-0,11647	0,50038
2515	-14,449	-29,676	-0,11647	0,50038
2516	-14,974	-28,706	-0,11647	0,49146
2516	-14,974	-28,706	-0,11647	0,49146
2517	-15,498	-27,74	-0,11647	0,48319
2517	-15,498	-27,74	-0,11647	0,48319
2518	-16,019	-26,78	-0,11647	0,47569
2518	-16,019	-26,78	-0,11647	0,47569
2519	-16,538	-25,824	-0,11647	0,46904
2519	-16,538	-25,824	-0,11647	0,46904
2520	-17,059	-24,867	-0,11647	0,46336
2520	-17,059	-24,867	-0,11647	0,46336
2521	-17,575	-23,917	-0,11647	0,45877
2521	-17,575	-23,917	-0,11647	0,45877
2522	-18,089	-22,973	-0,11647	0,45536
2522	-18,089	-22,973	-0,11647	0,45536
2523	-18,591	-22,041	-0,11647	0,45322
2523	-18,591	-22,041	-0,11647	0,45322
2524	-19,1	-21,107	-0,11647	0,45245
2524	-19,1	-21,107	-0,11647	0,45245
2525	-20,105	-19,248	-0,11647	0,4553
2525	-20,105	-19,248	-0,11647	0,4553
2526	-20,607	-18,321	-0,11647	0,45912
2526	-20,607	-18,321	-0,11647	0,45912
2527	-21,107	-17,399	-0,11647	0,46463
2527	-21,107	-17,399	-0,11647	0,46463
2528	-21,604	-16,48	-0,11647	0,47195
2528	-21,604	-16,48	-0,11647	0,47195
2529	-22,1	-15,563	-0,11647	0,48115
2529	-22,1	-15,563	-0,11647	0,48115
2530	-22,594	-14,649	-0,11647	0,49233
2530	-22,594	-14,649	-0,11647	0,49233
2531	-23,098	-13,729	-0,11647	0,50568
2531	-23,098	-13,729	-0,11647	0,50568
2532	-23,594	-12,804	-0,11647	0,52138
2532	-23,594	-12,804	-0,11647	0,52138
2533	-24,084	-11,876	-0,11647	0,53941
2533	-24,084	-11,876	-0,11647	0,53941
2534	-24,565	-10,947	-0,11647	0,55971
2534	-24,565	-10,947	-0,11647	0,55971
2535	-25,061	-10,031	-0,11647	0,58243
2535	-25,061	-10,031	-0,11647	0,58243
2536	-25,569	-9,1	-0,11647	0,60774
2536	-25,569	-9,1	-0,11647	0,60774
2537	-20,15	-5,3969	-0,11647	0,72193
2537	-20,15	-5,3969	-0,11647	0,72193
2538	21,812	4,7416	-0,11647	0,76798
2538	21,812	4,7416	-0,11647	0,76798
2539	24,369	-5,8171	-0,11647	0,7778
2539	24,369	-5,8171	-0,11647	0,7778
2540	19,407	-1,3883	-0,11647	0,8388
2540	19,407	-1,3883	-0,11647	0,8388
2541	5,6298	-44,718	-0,11647	0,60541
2541	5,6298	-44,718	-0,11647	0,60541
2542	-4,209	-41,154	-0,11647	0,81635
2542	-4,209	-41,154	-0,11647	0,81635
2543	-5,64	44,889	-0,11647	0,83414
2543	-5,64	44,889	-0,11647	0,83414
2544	-1,9284	39,489	-0,11647	0,73091
2544	-1,9284	39,489	-0,11647	0,73091
2545	3,8507	40,749	-0,11647	0,82994
2545	3,8507	40,749	-0,11647	0,82994
2546	-30,057	-0,58493	-0,11647	0,66646
2546	-30,057	-0,58493	-0,11647	0,66646
2547	-28,169	-4,8024	-0,11647	0,71868
2547	-28,169	-4,8024	-0,11647	0,71868
2548	-22,217	-5,1302	-0,11647	0,7703
2548	-22,217	-5,1302	-0,11647	0,7703
2549	7,864	-2,7518	-0,11647	0,57472
2549	7,864	-2,7518	-0,11647	0,57472
2550	-8,0031	3,0799	-0,11647	0,57346
2550	-8,0031	3,0799	-0,11647	0,57346
2551	26,502	7,1263	-0,11647	0,65911
2551	26,502	7,1263	-0,11647	0,65911
2552	26,182	8,1076	-0,11647	0,62697
2552	26,182	8,1076	-0,11647	0,62697
2553	25,706	8,9577	-0,11647	0,60206
2553	25,706	8,9577	-0,11647	0,60206
2554	25,209	9,8217	-0,11647	0,58015
2554	25,209	9,8217	-0,11647	0,58015
2555	24,701	10,707	-0,11647	0,55916
2555	24,701	10,707	-0,11647	0,55916
2556	24,184	11,589	-0,11647	0,54011
2556	24,184	11,589	-0,11647	0,54011
2557	23,673	12,478	-0,11647	0,52307
2557	23,673	12,478	-0,11647	0,52307
2558	23,162	13,373	-0,11647	0,50799
2558	23,162	13,373	-0,11647	0,50799
2559	22,661	14,283	-0,11647	0,49488
2559	22,661	14,283	-0,11647	0,49488
2560	22,17	15,195	-0,11647	0,48375
2560	22,17	15,195	-0,11647	0,48375
2561	21,67	16,112	-0,11647	0,47462
2561	21,67	16,112	-0,11647	0,47462
2562	21,177	17,025	-0,11647	0,46745
2562	21,177	17,025	-0,11647	0,46745
2563	19,686	19,776	-0,11647	0,45671
2563	19,686	19,776	-0,11647	0,45671
2564	19,186	20,699	-0,11647	0,45645
2564	19,186	20,699	-0,11647	0,45645
2565	18,17	22,571	-0,11647	0,46047
2565	18,17	22,571	-0,11647	0,46047
2566	17,663	23,505	-0,11647	0,46461
2566	17,663	23,505	-0,11647	0,46461
2567	17,15	24,453	-0,11647	0,47005
2567	17,15	24,453	-0,11647	0,47005
2568	15,102	28,26	-0,11647	0,5033
2568	15,102	28,26	-0,11647	0,5033
2569	14,593	29,21	-0,11647	0,51402
2569	14,593	29,21	-0,11647	0,51402
2570	12,54	33,033	-0,11647	0,56478
2570	12,54	33,033	-0,11647	0,56478
2571	12,026	33,993	-0,11647	0,57912
2571	12,026	33,993	-0,11647	0,57912
2572	11,514	34,941	-0,11647	0,59404
2572	11,514	34,941	-0,11647	0,59404
